opening,count,avg_cpl,top1_pct
Sicilian Defense McDonnell Attack 2...e6 3.Nf3,1047,185.13180515759313,38.68194842406877
Giuoco Piano Game Main Line 4...d6 5.d4,1044,243.389846743295,43.96551724137931
Giuoco Piano Game Giuoco Pianissimo Italian Four Knights Variation 5...d6,1044,209.01724137931035,38.88888888888889
Kings Gambit Accepted Schallopp Defense 4.e5,1038,239.52312138728323,42.38921001926782
Old Benoni Defense 2.d5 e6,1027,239.1489776046738,37.77994157740993
Pirc Defense Harmonist Variation,1006,218.26043737574554,35.586481113320076
Scotch Game Classical Intermezzo Variation,993,138.59315206445115,44.71299093655589
Ponziani Opening,972,191.13374485596708,40.94650205761317
Philidor Defense 3.d4,942,176.26008492569002,44.26751592356688
Sicilian Defense McDonnell Attack 2...d5 3.e5 Nc6,932,179.5697424892704,39.05579399141631
Kings Pawn Opening Kings Knight Variation 2...Nc6 3.d3,921,176.5830618892508,34.41910966340934
Scandinavian Defense 2.e5 c5,920,301.4630434782609,36.84782608695652
Kings Fianchetto Opening Symmetrical Variation 2.Bg2 Bg7,910,182.66593406593407,28.68131868131868
Sicilian Defense McDonnell Attack 2...Nc6 3.Nf3 g6,886,204.3645598194131,38.261851015801355
Scandinavian Defense Mieses Kotrc Variation 3.Nc3 Qd8 4.d4,863,295.96871378910777,39.39745075318656
Giuoco Piano Game Four Knights Game,855,321.65497076023394,38.71345029239766
Modern Defense with 1 e4 2.d4 Bg7 3.Nf3 d6 4.Be3,851,165.63572267920094,37.01527614571093
Undefined,831,358.59807460890494,32.37063778580024
Modern Defense 3.Nc3 Bg7 4.Nf3 Nd7 5.e4,821,202.64433617539586,35.80998781973204
Kings Gambit Declined Classical Variation 3.Nf3,807,228.14869888475837,37.67038413878562
Ruy Lopez Opening Classical Defense,804,167.63930348258705,37.06467661691542
Modern Defense with 1 d4...3.Bf4 d6 4.e3 Nd7,796,172.3819095477387,30.90452261306533
Giuoco Piano Game Main Line,792,306.7739898989899,46.464646464646464
Kings Gambit Accepted Cunningham Defense,788,225.6789340101523,39.213197969543145
Kings Gambit Accepted Cunningham Defense 4.Bc4 Bh4,781,323.45454545454544,39.30857874519846
Pirc Defense Classical Variation 4...Bg7,775,211.25032258064516,38.58064516129032
Caro Kann Defense Advance Short Variation with 4 Nf3...e6,763,238.94364351245085,39.18741808650065
Modern Defense Geller System 4...Nd7,751,227.711051930759,33.15579227696405
Modern Defense with 1 d4 2.Nf3 Bg7 3.e3 d6,741,266.6059379217274,34.0080971659919
Vienna Game Max Lange Defense,712,243.7738764044944,33.98876404494382
Nimzowitsch Larsen Attack Modern Variation 2.Bb2 Nc6,710,355.2661971830986,35.352112676056336
Sicilian Defense McDonnell Attack 2...Nc6 3.Nf3,699,185.1845493562232,38.054363376251786
Sicilian Defense McDonnell Attack 2...d6 3.Nf3,693,210.45598845598846,37.66233766233766
Bishops Opening Boi Variation 3.Nf3,689,322.10740203193035,39.18722786647315
French Defense Advance Variation,681,183.01908957415566,38.032305433186494
Giuoco Piano Game Giuoco Pianissimo Variation 4...Nf6 5.O O d6,671,326.20119225037257,39.642324888226526
Modern Defense with 1 d4 2.Nc3 Bg7,669,191.72795216741406,31.689088191330345
Modern Defense Standard Line...5.Nf3 b5 6.Bd3 Nd7,664,73.20933734939759,31.77710843373494
Nimzowitsch Defense,663,413.83559577677227,37.55656108597285
Alekhines Defense,654,188.868501529052,35.62691131498471
Caro Kann Defense 2.f4,652,125.49539877300613,39.57055214723926
French Defense Normal Variation,648,225.84413580246914,36.574074074074076
French Defense La Bourdonnais Variation 2...d5 3.e5 c5 4.Nf3,645,143.53643410852712,30.697674418604652
Giuoco Piano Game,636,337.6682389937107,35.691823899371066
Italian Game Knight Attack,635,295.48976377952755,42.204724409448815
Reti Opening Sicilian Invitation 2.d4 cxd4 3.Nxd4 d5,601,238.70881863560732,37.10482529118136
Kings Pawn Opening Leonardis Variation 2...Nf6 3.Nf3,597,259.29815745393637,35.678391959798994
Owens Defense 2.d4 Bb7 3.Nc3,592,246.6097972972973,38.3445945945946
Nimzowitsch Defense Scandinavian Advance Variation 3...Bf5,592,106.6233108108108,34.12162162162162
Pirc Defense Classical Variation 4...Bg7 5.Be3 O O,568,198.88028169014083,36.09154929577465
Modern Defense with 1 e4 2.d4 Bg7 3.Nf3 d6 4.Bd3,565,87.05132743362832,36.991150442477874
Modern Defense Three Pawns Attack with 2 f4...Bg7 3.Nf3 d6,563,186.2770870337478,31.261101243339258
Kings Gambit Accepted Kings Knight Gambit 3...g5 4.h4,552,164.3894927536232,36.95652173913043
Caro Kann Defense Exchange Variation 3...cxd5,550,192.09272727272727,38.0
Scotch Game...4.Nxd4 Nxd4 5.Qxd4 d6,537,208.7709497206704,38.17504655493482
Mieses Opening 1...g6,536,219.47201492537314,29.47761194029851
Four Knights Game Italian Variation,530,215.7056603773585,33.20754716981132
Caro Kann Defense 2.Nf3 d5,527,218.41176470588235,33.96584440227704
Modern Defense with 1 e4 2.d4 d6 3.Be3 Bg7,521,144.9232245681382,33.78119001919386
Kings Pawn Opening Leonardis Variation 2...Nf6,512,217.4765625,41.6015625
Giuoco Piano Game 4.O O d6 5.c3 Nf6 6.d3,512,161.4453125,35.3515625
Slav Defense Exchange Variation 3...cxd5,503,221.72962226640158,32.20675944333996
Three Knights Opening 3...Bc5 4.Nxe5,500,225.724,35.4
Giuoco Piano Game 4.O O Nf6,496,224.20362903225808,40.32258064516129
Vienna Game Falkbeer Vienna Gambit,494,361.4595141700405,38.663967611336034
Kings Gambit Accepted Becker Defense,492,200.33333333333334,38.00813008130081
Modern Defense with 1 e4 2.d4 Bg7 3.Be3,489,343.08997955010227,35.787321063394685
Scandinavian Defense Mieses Kotrc Variation 3.Nc3 Qe5 4.Be2,475,376.4042105263158,43.78947368421053
Reti Opening Sicilian Invitation 2.d4 cxd4 3.Nxd4,470,161.13617021276596,36.80851063829787
Caro Kann Defense Exchange Variation 3...cxd5 4.Nf3 Nc6,464,137.4719827586207,33.4051724137931
Modern Defense with 1 d4 2.Bf4 Bg7,463,166.341252699784,33.477321814254864
Ruy Lopez Opening Morphy Defense Exchange Lutikov Variation,462,247.3116883116883,32.683982683982684
Modern Defense 3.Nc3 Bg7 4.Nf3 Nd7,460,235.19347826086957,35.869565217391305
Caro Kann Defense Advance Variation 3...Bf5,458,162.28602620087335,42.13973799126637
Modern Defense Three Pawns Attack,456,150.81359649122808,40.131578947368425
Caro Kann Defense Advance Variation,456,191.25877192982455,40.78947368421053
Kings Gambit Accepted Modern Defense 4.exd5,451,155.38137472283813,38.58093126385809
Giuoco Piano Game Four Knights Game 5.O O,439,287.87927107061506,37.12984054669704
Sicilian Defense Old Sicilian Variation 3.Bc4,430,341.9046511627907,37.67441860465116
Giuoco Piano Game Giuoco Pianissimo Variation 4...d6,429,248.91608391608392,37.995337995338
Kings Gambit Accepted Kieseritzky Kolisch Defense 6.Nxg4,425,190.84470588235294,41.647058823529406
Scotch Game 3...exd4,421,236.24228028503563,46.318289786223275
Modern Defense with 1 e4...3.Nf3 d6 4.Be3 Nf6,416,205.20192307692307,42.06730769230769
Bishops Opening Berlin Defense,410,182.44390243902438,39.75609756097561
Kings Fianchetto Opening...2.Bg2 Nf6 3.d3 d5,409,171.92665036674816,33.74083129584352
Center Game Accepted Paulsen Attack,409,226.74083129584352,41.32029339853301
Modern Defense Standard Line 3...d6 4.Be3 Nd7 5.Nf3,409,158.21760391198043,36.91931540342298
Caro Kann Defense Accelerated Panov Attack 2...d5 3.cxd5 cxd5,407,342.6928746928747,34.64373464373464
Pirc Defense Classical Variation 4...Bg7 5.Bc4 O O,404,201.38861386138615,35.148514851485146
Philidor Defense,403,312.3151364764268,35.483870967741936
Giuoco Piano Game Main Line 4...d6,403,305.3200992555831,40.44665012406948
Kings Pawn Opening Kings Knight Variation 2...Nc6,396,252.0429292929293,35.60606060606061
Scotch Game Scotch Gambit Haxo Sarratt Variation,396,207.84848484848484,32.57575757575758
Reti Opening Queenside Fianchetto Variation 2.e4 Bb7 3.Nc3,389,313.0,32.904884318766065
Kings Pawn Opening St George Defense,384,134.09114583333334,38.80208333333333
Englund Gambit 2.dxe5,382,393.25392670157066,32.19895287958115
Giuoco Piano Game 4.Nc3 d6,382,349.369109947644,38.481675392670155
Petrovs Defense Steinitz Attack 3...exd4,382,449.4502617801047,35.07853403141361
Four Knights Game,380,173.79736842105262,37.89473684210527
Sicilian Defense Old Sicilian Variation 3.Bc4 e6,371,114.06199460916442,39.083557951482476
Old Benoni Defense 2.e3 cxd4,371,116.3989218328841,36.92722371967655
Pirc Defense Classical Variation 4...Bg7 5.Bc4 O O 6.O O,365,237.27123287671233,37.80821917808219
Italian Game Two Knights Defense,363,378.2121212121212,35.81267217630854
Sicilian Defense McDonnell Attack,361,285.64542936288086,34.07202216066482
Reti Opening Kingside Fianchetto Variation,359,356.42896935933146,27.57660167130919
Kings Gambit Declined Falkbeer Countergambit,358,305.6117318435754,32.68156424581006
Modern Defense Standard Line...4.Be3 a6 5.Nf3 Nd7,358,242.7513966480447,33.5195530726257
Modern Defense with 1 e4 2.d4 d6 3.c3 Bg7,356,129.19662921348313,36.235955056179776
Italian Game Knight Attack Fritz Variation,351,439.1082621082621,42.73504273504273
Kings Gambit Declined Falkbeer Blackburne Attack,348,215.44540229885058,43.67816091954023
Ruy Lopez Opening Old Steinitz Defense 4.O O,345,200.29275362318842,34.492753623188406
Saragossa Opening 1...e5,344,278.2529069767442,31.976744186046513
Sicilian Defense McDonnell Attack 2...g6 3.Nf3 Bg7,344,237.28488372093022,40.69767441860465
Danish Gambit Declined Sorensen Defense,341,195.7800586510264,34.89736070381232
Modern Defense 3.Nc3 Bg7,340,170.36764705882354,35.294117647058826
Pirc Defense 2.d4,339,181.6165191740413,43.36283185840708
Pirc Defense Modern Defense Geller System,339,174.05014749262537,31.563421828908556
Bishops Opening 2...Nc6 3.d3,339,236.31858407079645,33.6283185840708
Modern Defense with 1 d4 2.c4 Bg7,336,170.1845238095238,29.761904761904763
Caro Kann Defense Exchange Variation 3...cxd5 4.Nf3,330,225.55454545454546,33.939393939393945
Modern Defense Three Pawns Attack with 2 f4...Bg7,330,168.76666666666668,33.939393939393945
Kings Gambit Accepted Schallopp Defense 4.Nc3,328,339.2073170731707,37.5
Giuoco Piano Game 4.O O d6,324,94.3641975308642,41.04938271604938
Ruy Lopez Opening Old Steinitz Defense 4.d4,323,115.94736842105263,45.20123839009288
Owens Defense 2.d4 Bb7,322,161.3664596273292,39.75155279503105
Kings Indian Defense Normal Variation 4.e4 d6 5.Nf3 Nbd7,322,168.3944099378882,32.91925465838509
Nimzowitsch Defense Kennedy Linksspringer Variation 3...Nce7,322,288.4782608695652,36.024844720496894
Sicilian Defense McDonnell Attack 2...d5,321,206.5576323987539,37.07165109034268
Nimzowitsch Defense 2.d4 e6 3.Nf3 d5 4.e5,320,206.41875,38.75
Benoni Defense Modern Variation 4.Nc3,319,193.7115987460815,31.974921630094045
Giuoco Piano Game Center Attack...6.cxd4 Bb4 7.Bd2 Bxd2 8.Nbxd2,319,226.7335423197492,42.00626959247649
Owens Defense 2.d4 Bb7 3.Nc3 e6 4.Bd3,318,145.6572327044025,37.10691823899371
Modern Defense Averbakh Variation 4...Nd7,318,187.07232704402514,33.33333333333333
Giuoco Piano Game Giuoco Pianissimo Italian Four Knights Variation 5...d6 6.Be3,316,261.36392405063293,37.9746835443038
Vienna Game Falkbeer Vienna Gambit 3...d6 4.Nf3,314,62.9203821656051,35.98726114649681
Indian Game 2.Bf4 g6 3.Nc3 Bg7,314,184.29617834394904,31.528662420382165
Vienna Game Max Lange Meitner Mieses Gambit,314,434.64331210191085,37.261146496815286
Sicilian Defense Smith Morra Gambit 2...cxd4 3.Qxd4 Nc6 4.Qd1,313,266.26198083067095,31.629392971246006
Italian Game Knight Attack Polerio Bishop Check Line 6...Bd7,313,120.7667731629393,51.43769968051119
Philidor Defense 3.Bc4 Nf6,311,437.06752411575565,42.443729903536976
Modern Defense Standard Line...6.Bd3 Nd7 7.Nf3 Bb7,311,313.9903536977492,31.189710610932476
Kings Gambit Declined Keene Defense 3.g3,307,487.2214983713355,40.71661237785016
Caro Kann Defense Advance Botvinnik Carls Defense 4.c3 Nc6 5.Nf3 Bg4,307,171.49185667752442,38.11074918566775
Mieses Opening Reversed Rat Variation,305,235.31803278688525,32.459016393442624
Bishops Opening Berlin Vienna Hybrid Variation 4...Bc5,304,434.5657894736842,31.57894736842105
Englund Gambit,303,209.3036303630363,36.633663366336634
Giuoco Piano Game Center Attack Greco Attack 7...Nxe4 8.O O,301,308.6445182724253,44.518272425249165
Modern Defense with 1 d4 2.Nf3 Bg7,301,219.17607973421926,33.5548172757475
Vienna Game,300,284.31,35.66666666666667
Giuoco Piano Game Giuoco Pianissimo Italian Four Knights Variation 5...O O,299,354.04013377926424,36.78929765886287
Alapin Sicilian Defense...3.Nf3 Nc6 4.d4 cxd4 5.cxd4,295,264.27457627118645,36.610169491525426
Kings Gambit Declined Keene Defense 3.g3 Qe7,293,227.88054607508533,37.883959044368595
Mieses Opening 1...g6 2.g3 Bg7 3.Bg2,291,199.20274914089347,27.147766323024054
Alapin Sicilian Defense...3.d4 cxd4 4.cxd4 d5 5.e5,290,109.51034482758621,48.62068965517241
Indian Game 2.Bf4 g6 3.e3 Bg7,289,117.03806228373702,36.67820069204152
Modern Defense with 1 e4 2.Bc4 Bg7 3.Qf3,287,306.59581881533103,33.10104529616725
Modern Defense with 1 e4 2.d4 Bg7 3.Nf3 d6 4.h3,286,131.92307692307693,43.70629370629371
Pirc Defense Harmonist Variation 2...Nf6,285,121.40350877192982,38.24561403508772
Kings Indian Defense Normal Variation 4.e4 d6 5.Nf3 O O,284,144.08450704225353,34.154929577464785
Bishops Opening 2...Nc6 3.d3 Nf6,284,176.7394366197183,35.563380281690144
Bishops Opening,284,346.51408450704224,37.67605633802817
Kings Gambit Accepted Kieseritzky Gambit,283,184.4487632508834,42.40282685512368
Kings Pawn Opening Tayler Opening,283,225.61837455830388,40.282685512367486
Center Game,282,239.32624113475177,40.0709219858156
French Defense Advance Variation 3...c5 4.c3 Nc6,281,151.067615658363,41.281138790035584
Sicilian Defense French Variation,280,267.71785714285716,32.857142857142854
Center Game Accepted,278,190.39208633093526,35.25179856115108
French Defense La Bourdonnais Variation...3.e5 c5 4.Nf3 Nc6,278,160.21942446043167,32.73381294964029
Queens Pawn Opening Zukertort Chigorin Variation,276,216.59420289855072,38.768115942028984
Queens Pawn Opening Zukertort Chigorin Variation 3.Bf4 Nf6 4.e3,275,513.4945454545455,29.454545454545457
Englund Gambit 2.dxe5 Nc6,271,153.42066420664207,38.00738007380074
Italian Game 3...d6,269,241.6654275092937,39.405204460966544
Vienna Game Max Lange Defense 3.Bc4 Nf6,268,159.87686567164178,37.6865671641791
Modern Defense with 1 e4 2.d4 d6 3.Bc4 Bg7,264,155.0151515151515,34.46969696969697
Slav Defense Exchange Variation 3...cxd5 4.Nf3 Nc6,263,89.65019011406844,34.98098859315589
Petrovs Defense 3.d3 Nc6,260,422.2653846153846,32.69230769230769
Kings Gambit Declined Queens Knight Defense,260,393.58846153846156,38.84615384615385
Caro Kann Defense,258,281.4031007751938,33.33333333333333
Modern Defense Geller System 4...Nd7 5.Bd3,258,57.1937984496124,30.620155038759687
Englund Gambit 2.dxe5 Nc6 3.Nf3,258,292.2751937984496,40.69767441860465
Nimzowitsch Defense Scandinavian Advance Variation 3...Bf5 4.Nf3 e6,257,188.5953307392996,42.4124513618677
Sicilian Defense Old Sicilian Variation 3.c4 e5 4.Nc3,254,164.9251968503937,36.22047244094488
Modern Defense with 1 d4 2.c4 Bg7 3.Nf3 d6,252,161.41666666666666,34.523809523809526
Giuoco Piano Game Main Line Albin Gambit...6.d4 exd4 7.cxd4 Bb6,251,322.3585657370518,43.42629482071713
Caro Kann Defense 2.d4,246,340.7764227642276,43.90243902439025
Nimzowitsch Larsen Attack Modern Variation 2.Bb2 Nc6 3.e3 d5,245,408.7061224489796,42.04081632653061
Modern Defense Standard Line...5.Qd2 b5 6.Bd3 Nd7 7.Nf3,244,485.8893442622951,34.42622950819672
Birds Opening,242,146.11157024793388,35.53719008264463
Birds Opening Dutch Variation 2.Nf3,241,257.0746887966805,37.75933609958506
Scotch Game Classical Variation 5.Be3,241,163.6597510373444,38.17427385892116
Modern Defense with 1 e4 2.d4 Bg7 3.c3 d6 4.f4,236,93.16949152542372,35.59322033898305
Sicilian Defense Smith Morra Gambit 2...cxd4 3.Qxd4 Nc6,235,308.4723404255319,41.702127659574465
Caro Kann Defense Advance Botvinnik Carls Defense 4.c3 Nc6,234,135.508547008547,40.598290598290596
Three Knights Opening,234,356.36324786324786,40.598290598290596
Vienna Game Max Lange Defense 3.Bc4 Bc5,233,270.84549356223175,35.1931330472103
Italian Game Traxler Counterattack,232,284.23275862068965,43.103448275862064
Slav Defense Exchange Variation...4.Bf4 Nf6 5.e3 Nc6,232,118.53017241379311,34.05172413793103
Ruy Lopez Opening Classical Central Variation,231,201.94372294372295,39.82683982683983
Philidor Defense Exchange Variation 4.Nxd4,231,294.3982683982684,42.42424242424242
Kings Gambit Accepted Fischer Defense 4.Bc4,230,87.01304347826087,47.391304347826086
Kings Indian Defense Normal Variation 4.Nf3 d6 5.e3 O O,230,87.44347826086957,36.95652173913043
Giuoco Piano Game Giuoco Pianissimo Variation 4...Nf6 5.Bg5,229,228.90393013100436,40.174672489082965
Caro Kann Defense 2.f4 d5,229,100.2707423580786,42.35807860262008
Italian Game Knight Attack Polerio Defense,228,188.99561403508773,37.280701754385966
Modern Defense Averbakh Variation 4...Nd7 5.Be3,226,142.73008849557522,35.39823008849557
Caro Kann Defense Advance Van der Wiel Attack 4...e6,226,200.5353982300885,38.49557522123894
Modern Defense with 1 e4...3.Nf3 d6 4.Bc4 Nf6 5.Nc3,225,440.3644444444444,41.333333333333336
Nimzowitsch Defense Scandinavian Advance Variation 3...f6,225,140.53333333333333,42.22222222222222
Kings Gambit Declined Falkbeer Accepted Modern Transfer Variation,222,155.95495495495496,44.5945945945946
Italian Game 3...d6 4.d4 exd4,222,359.9099099099099,39.189189189189186
Danish Gambit,222,236.7927927927928,38.73873873873874
Scotch Game Classical Intermezzo Variation 6.Qf3,222,106.68018018018019,38.73873873873874
Giuoco Piano Game Center Attack...7.Bd2 Nxe4 8.Bxb4 Nxb4,219,83.96347031963471,47.94520547945205
Modern Defense Standard Line...5.Qd2 Nd7 6.Nf3 b5,216,80.83333333333333,39.351851851851855
Modern Defense with 1 e4...3.Nf3 d6 4.Be2 Nd7 5.O O,216,183.16666666666666,38.88888888888889
Modern Defense Three Pawns Attack with 2 f4,216,216.39814814814815,41.66666666666667
Scotch Game Scotch Gambit Dubois Reti Perreux Variation 5...d5 6.exd5,215,264.7953488372093,39.53488372093023
Center Game Accepted Kieseritzky Variation,213,218.21596244131456,42.25352112676056
Three Knights Opening 3...Bb4,212,372.89622641509436,35.84905660377358
Old Benoni Defense Franco Benoni Defense,211,112.78199052132702,32.70142180094787
Kings Gambit Accepted Fischer Defense 4.d4 g5,209,122.21052631578948,38.75598086124402
English Opening Kings English Variation 2.e3,208,119.38942307692308,37.019230769230774
Kings Indian Defense Semi Classical Variation 6...Nbd7 7.O O,207,142.28985507246378,31.88405797101449
Sicilian Defense Bowdler Attack 2...e6,207,104.30434782608695,30.434782608695656
Alekhines Defense Normal Variation 3.d4,206,200.8252427184466,39.32038834951456
Philidor Defense Exchange Variation 4.Qxd4,205,276.9560975609756,36.09756097560975
Caro Kann Defense 2.d4 d5 3.Nc3,203,168.64532019704433,42.364532019704434
Kings Gambit Declined Classical Variation 3.Nf3 d6 4.Bc4,202,348.5,38.613861386138616
Caro Kann Defense Advance Short Variation with 4 Nf3,202,390.9504950495049,33.663366336633665
Scandinavian Defense Boehnke Gambit,202,241.74752475247524,40.099009900990104
Sicilian Defense Old Sicilian Variation 3.Bc4 e6 4.O O,201,340.1243781094527,37.3134328358209
Owens Defense...3.Nc3 e6 4.Bd3 Nf6,201,260.3532338308458,33.83084577114428
Pirc Defense Classical Variation 4...Bg7 5.Bg5 O O,198,118.05555555555556,38.88888888888889
Giuoco Piano Game Main Line Giuoco Pianissimo Variation 5...d6 6.Bg5,198,260.0959595959596,36.36363636363637
Giuoco Piano Game Center Attack 5...exd4 6.cxd4,197,277.5786802030457,37.56345177664975
Nimzowitsch Defense Scandinavian Advance Variation,197,283.29441624365484,36.54822335025381
Pirc Defense Main Line,195,121.04102564102564,40.0
Van t Kruijs Opening,195,93.31282051282051,36.41025641025641
English Opening Two Knights Variation 3.e4,193,329.6683937823834,31.606217616580313
Queens Pawn Opening Rossolimo Variation 3.Bg5 Bg7,193,51.54922279792746,30.569948186528496
Kings Gambit Accepted Bonsch Osmolovsky Variation 4.d4,193,242.30569948186528,40.41450777202073
Modern Defense with 1 e4...3.Nf3 d6 4.Bc4 Nf6,192,206.71354166666666,42.1875
Pirc Defense Classical Variation 4...Bg7 5.Be3,192,181.5625,39.0625
Bishops Opening Berlin Defense 3.d3 Bc5,192,147.52083333333334,31.25
Scandinavian Defense Mieses Kotrc Variation 3.d4,191,175.86387434554973,39.79057591623037
Owens Defense...4.Nf3 Bb4 5.Bd3 Nf6,190,115.58421052631579,40.526315789473685
Kings Gambit Accepted Kieseritzky Long Whip Defense,189,335.4179894179894,40.74074074074074
Indian Game Knights Variation East Indian Defense 3.Nc3 Bg7 4.e4,189,153.04761904761904,42.857142857142854
Nimzowitsch Larsen Attack Modern Variation...3.e3 d5 4.Bb5 Bd6,189,406.07936507936506,42.32804232804233
French Defense Normal Variation 2...b6,189,298.85714285714283,35.978835978835974
French Defense Advance Variation 3...c5 4.c3,189,162.05820105820106,43.386243386243386
Modern Defense Standard Line 3...d6,188,101.69148936170212,39.361702127659576
Scotch Game 3...d6,188,171.7872340425532,42.5531914893617
Kings Indian Defense Normal Variation 4.e4 d6 5.Nf3 Nbd7 6.Be2,185,245.03243243243244,37.83783783783784
Vienna Game Max Lange Vienna Gambit,184,189.9891304347826,28.804347826086957
French Defense Advance Nimzowitsch System,184,157.0163043478261,36.95652173913043
Modern Defense with 1 d4 2.c4 Bg7 3.e4 d6,183,65.28415300546447,35.51912568306011
Giuoco Piano Game Center Attack Greco Attack,182,292.14835164835165,41.208791208791204
Italian Game Knight Attack Polerio Bishop Check Line...7.dxc6 bxc6 8.Bd3 h6 9.Ne4,182,65.81318681318682,53.2967032967033
Pirc Defense 2.Nc3 Nf6 3.f4,182,262.1703296703297,45.05494505494506
Ruy Lopez Opening Old Steinitz Defense 4.c3,182,288.35164835164835,36.81318681318682
Ponziani Opening Jaenisch Counterattack 4.d4 exd4,180,280.43888888888887,42.22222222222222
Philidor Defense Exchange Variation 4.Nxd4 Nf6 5.Nc3,179,363.9776536312849,40.78212290502793
Modern Defense with 1 d4 2.Bf4 Bg7 3.e3 d6,178,89.28651685393258,44.38202247191011
